accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementMethod	diagnosticMeasurementUnit
PP_002TMJM.1	B.D.4.1.1	2018-11-16	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376911.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376911.1			810102075	0	0			
PP_002TMKK.1	B.D.E.2	2018-12-16	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376912.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376912.1			310102027	0	0			
PP_002TMLH.1	B.D.4.1.1	2018-12-16	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376913.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376913.1			310102031	1	0			
PP_002TMMF.1	B.D.4.1.1	2019-12-16	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376914.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376914.1			340103018	1	0			
PP_002TMND.1	B.D.4.1	2018-03-16	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376915.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376915.1			358101044	0	0			
PP_002TMPB.1	B.D.4.1.1	2018-04-16	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376916.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			PP376916.1			810101026	2	0			
PP_002TMQ9.1	B.D.4.1.1	2019-06-16	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376917.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376917.1			610102025	0	0			
PP_002TMR7.1	B.D.4.1	2018-07-16	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376918.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376918.1			270101095	1	0			
PP_002TMS5.1	B.D.4.1.1	2018-07-16	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376919.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376919.1			810102008	0	0			
PP_002TMT3.1	B.D.4.1.1	2019-08-16	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376920.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376920.1			550102187	1	0			
PP_002TMU1.1	B.D.4.1	2018-01-17	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15224	2024-04-09	PP376921.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376921.1			310101063	0	0			
PP_002TMVZ.1	B.D.4.1.1	2018-10-17	United Kingdom		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376922.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376922.1			440102003	0	0			
PP_002TMWX.1	B.D.4.1.1	2019-10-17	Taiwan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376923.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376923.1			886103003	0	0			
PP_002TMXV.1	B.D.4.1.1	2018-11-17	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376924.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376924.1			010202007	0	0			
PP_002TMYT.1	B.D.4.1	2018-12-17	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376925.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376925.1			310102028	0	0			
PP_002TMZR.1	B.D.4.1.1	2020-03-17	Russia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376926.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376926.1			070103043	0	0			
PP_002TN0P.1	B.D.4.1.1	2020-03-17	Russia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15178	2024-04-09	PP376927.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.997240835632637			PP376927.1			070103044	0	0			
PP_002TN1M.1	B.D.4.1.1	2018-04-17	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376928.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376928.1			810101028	0	0			
PP_002TN2K.1	B.D.4.1.1	2018-04-17	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376929.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376929.1			270101051	0	0			
PP_002TN3H.1	B.D.4.1.1	2018-05-17	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376930.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376930.1			270101085	0	0			
PP_002TN4F.1	B.D.4.1.1	2019-06-17	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376931.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376931.1			550102139	1	0			
PP_002TN5D.1	B.D.4.1.1	2018-07-17	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376932.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376932.1			810102009	0	0			
PP_002TN6B.1	B.D.4.1.1	2018-07-17	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376933.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376933.1			810102012	0	0			
PP_002TN79.1	B.D.4.1.1	2019-07-17	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15208	2024-04-09	PP376934.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376934.1			550102171	0	0			
PP_002TN87.1	B.D.4.1.1	2018-08-17	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376935.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376935.1			550102006	0	0			
PP_002TN95.1	B.D.4.1.1	2018-09-17	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376936.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376936.1			550102019	0	0			
PP_002TNA3.1	B.D.4.1.1	2018-11-18	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376937.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376937.1			010202008	0	0			
PP_002TNB1.1	B.D.4.1	2017-12-18	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376938.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376938.1			310101022	0	0			
PP_002TNCZ.1	B.D.4.1.1	2017-12-18	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376939.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376939.1			340101039	0	0			
PP_002TNDX.1	B.D.4.1.1	2019-12-18	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376940.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			PP376940.1			310103024	2	0			
PP_002TNEV.1	B.D.4.1.1	2019-02-18	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376941.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376941.1			270102005	0	0			
PP_002TNFT.1	B.D.4.1.1	2020-02-18	Russia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15179	2024-04-09	PP376942.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9971751412429378			PP376942.1			070103028	1	0			
PP_002TNGR.1	B.D.4.1	2018-04-18	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376943.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376943.1			270101054	0	0			
PP_002TNHN.1	B.D.4.1.1	2018-07-18	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376944.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376944.1			550101041	1	0			
PP_002TNJL.1	B.D.4.1.1	2018-08-18	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376945.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376945.1			610101024	0	0			
PP_002TNKJ.1	B.D.4.1	2019-11-19	France		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376946.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376946.1			330103016	0	0			
PP_002TNLG.1	B.D.4.1.1	2019-11-19	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376947.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376947.1			340103003	0	0			
PP_002TNME.1	B.D.4.1.1	2019-11-19	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376948.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376948.1			310103054	0	0			
PP_002TNNC.1	B.D.4.1.1	2019-12-19	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15179	2024-04-09	PP376949.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9971751412429378			PP376949.1			340103019	1	0			
PP_002TNPA.1	B.D.4.1.1	2020-02-19	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376950.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376950.1			358103034	0	0			
PP_002TNQ8.1	B.D.4.1	2018-03-19	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376951.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376951.1			358101045	0	0			
PP_002TNR6.1	B.D.4.1.1	2018-03-19	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15220	2024-04-09	PP376952.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376952.1			270101020	0	0			
PP_002TNS4.1	B.D.4.1.1	2019-03-19	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376953.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376953.1			270102020	0	0			
PP_002TNT2.1	B.D.4.1	2019-06-19	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376954.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376954.1			610102027	0	0			
PP_002TNU0.1	B.D.4.1.1	2018-01-02	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376955.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376955.1			310101048	0	0			
PP_002TNVY.1	B.D.4.1.1	2019-01-02	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376956.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376956.1			310102042	0	0			
PP_002TNWW.1	B.D.4.1	2017-12-02	Spain		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376957.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			PP376957.1			340101021	2	0			
PP_002TNXU.1	B.D.4.1.1	2018-12-02	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376958.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376958.1			010202013	0	0			
PP_002TNYS.1	B.D.4.1.1	2018-02-02	Netherlands		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376959.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376959.1			310101070	1	0			
PP_002TNZQ.1	B.D.4.1.1	2019-02-02	Germany		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376960.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376960.1			490102015	0	0			
PP_002TP0N.1	B.D.4.1.1	2020-02-02	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376961.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376961.1			358103015	0	0			
PP_002TP1L.1	B.D.4.1.1	2018-03-02	Finland		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15218	2024-04-09	PP376962.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PP376962.1			358101038	1	0			
PP_002TP2J.1	B.D.4.1.1	2019-03-02	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376963.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376963.1			010102043	0	0			
PP_002TP3G.1	B.D.4.1.1	2020-03-02	South Korea		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376964.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376964.1			820103006	0	0			
PP_002TP4E.1	B.D.4.1.1	2019-04-02	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376965.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376965.1			010202046	0	0			
PP_002TP5C.1	B.D.4.1.1	2019-05-02	South Africa		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15223	2024-04-09	PP376966.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376966.1			270102049	0	0			
PP_002TP6A.1	B.D.4.1.1	2018-07-02	Australia		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15221	2024-04-09	PP376967.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376967.1			610101001	0	0			
PP_002TP78.1	B.D.4.1.1	2018-07-02	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15225	2024-04-09	PP376968.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376968.1			550101022	0	0			
PP_002TP86.1	B.D.4.1.1	2018-08-02	Brazil		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376969.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376969.1			550101054	0	0			
PP_002TP94.1	B.D.4.1.1	2019-09-02	Japan		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376970.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376970.1			810103009	0	0			
PP_002TPA2.1	B.D.4.1.1	2019-01-20	Canada		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15222	2024-04-09	PP376971.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			PP376971.1			010202030	0	0			
PP_002TPB0.1	B.D.4.1.1	2020-01-20	South Korea		Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	UMC Utrecht, Paediatric Infectious Diseases	Homo sapiens	15180	2024-04-09	PP376972.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.997240835632637			PP376972.1			820103059	0	0			
